figi,ticker,name,asset_uid,issue_size,shares_outstanding,free_float,market_capitalization,pe_ratio_ttm,price_to_book_ttm,price_to_sales_ttm,roe,roa,net_margin_mrq,revenue_ttm,net_income_ttm,total_debt_mrq,total_debt_to_equity_mrq,average_daily_volume_last_10_days,average_daily_volume_last_4_weeks,high_price_last_52_weeks,low_price_last_52_weeks,currency_x,uid,adr_to_common_share_ratio,beta,buy_back_ttm,currency_y,current_ratio_mrq,diluted_eps_ttm,dividend_payout_ratio_fy,dividend_rate_ttm,dividend_yield_daily_ttm,dividends_per_share,domicile_indicator_code,ebitda_change_five_years,ebitda_ttm,eps_change_five_years,eps_ttm,ev_to_ebitda_mrq,ev_to_sales,ex_dividend_date,fiscal_period_end_date,fiscal_period_start_date,five_year_annual_dividend_growth_rate,five_year_annual_revenue_growth_rate,five_years_average_dividend_yield,fixed_charge_coverage_ratio_fy,forward_annual_dividend_yield,free_cash_flow_to_price,free_cash_flow_ttm,net_debt_to_ebitda,net_interest_margin_mrq,number_of_employees,one_year_annual_revenue_growth_rate,price_to_free_cash_flow_ttm,revenue_change_five_years,roic,three_year_annual_revenue_growth_rate,total_debt_change_five_years,total_debt_to_ebitda_mrq,total_enterprise_value_mrq,№,Наименование,Регистрационный номер,Код налогоплательщика,Организационно-правовая форма,"2024, Среднесписочная численность работников",Налоговый режим,"2024, Нематериальные активы, RUB","2024, Основные средства , RUB","2024, Доходные вложения в материальные ценности, RUB","2024, Долгосрочные финансовые вложения, RUB","2024, Отложенные налоговые активы, RUB","2024, Прочие внеоборотные активы, RUB","2024, Внеоборотные активы, RUB","2024, Запасы, RUB","2024, Чистые активы, RUB","2024, НДС по приобретенным ценностям , RUB","2024, Дебиторская задолженность, RUB","2024, Краткосрочные финансовые вложения, RUB","2024, Денежные средства и денежные эквиваленты, RUB","2024, Прочие оборотные активы, RUB","2024, Оборотные активы, RUB","2024, Активы  всего, RUB","2024, Уставный капитал , RUB","2024, Собственные акции, выкупленные у акционеров, RUB","2024, Переоценка внеоборотных активов, RUB","2024, Добавочный капитал, RUB","2024, Резервный капитал, RUB","2024, Нераспределенная прибыль (непокрытый убыток), RUB","2024, Капитал и резервы, RUB","2024, Заёмные средства (долгосрочные), RUB","2024, Отложенные налоговые обязательства, RUB","2024, Прочие долгосрочные обязательства, RUB","2024, Долгосрочные обязательства, RUB","2024, Заёмные средства (краткосрочные), RUB","2024, Кредиторская задолженность, RUB","2024, Доходы будущих периодов , RUB","2024, Прочие краткосрочные обязательства, RUB","2024, Краткосрочные обязательства, RUB","2024, Пассивы всего, RUB","2024, Собственный оборотный капитал, RUB","2024, Собственный капитал, RUB","2024, Совокупный долг, RUB","2024, Выручка, RUB","2024, Себестоимость продаж, RUB","2024, Валовая прибыль (убыток), RUB","2024, Коммерческие расходы, RUB","2024, Управленческие расходы, RUB","2024, Прибыль (убыток) от продажи, RUB","2024, Доходы от участия в других организациях, RUB","2024, Проценты к получению, RUB","2024, Проценты к уплате, RUB","2024, Прочие доходы, RUB","2024, Прочие расходы, RUB","2024, Прибыль (убыток) до налогообложения , RUB","2024, Налог на прибыль, RUB","2024, Чистая прибыль (убыток), RUB","2024, EBIT, RUB","2024, Поступления от текущих операций, RUB","2024, Поступления от продаж, RUB","2024, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB","2024, Поступления от перепродажи финансовых вложений, RUB","2024, Платежи по текущим операциям, RUB","2024, Платежи поставщикам и подрядчикам, RUB","2024, Оплата труда, RUB","2024, Оплата процентов по долговым обязательствам, RUB","2024, Налог на прибыль, RUB.1","2024, Сальдо денежных потоков от текущих операций, RUB","2024, Поступления от инвестиционных операций, RUB","2024, Продажа внеоборотных активов, RUB","2024, Продажа акций других организаций, RUB","2024, Поступления от возврата займов, продажи долговых ценных бумаг, RUB","2024, Получение дивидендов, процентов, RUB","2024, Платежи по инвестиционным операциям, RUB","2024, Приобретение внеоборотных активов, RUB","2024, Приобретение акций (долей участия), RUB","2024, Приобретение долговых ценных бумаг, предоставление займов, RUB","2024, Платежи по процентам, RUB","2024, Сальдо денежных потоков от инвестиционных операций, RUB","2024, Поступления от финансовых операций, RUB","2024, Получение кредитов и займов, RUB","2024, Поступление денежных вкладов собственников (участников), RUB","2024, Поступления от выпуска акций, увеличения долей участия, RUB","2024, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB","2024, Платежи по финансовым операциям, RUB","2024, Выкуп акций (долей) у собственников, RUB","2024, Выплата дивидендов, RUB","2024, Погашение векселей, возврат кредитов и займов, RUB","2024, Сальдо денежных потоков от финансовых операций, RUB","2024, Сальдо денежных потоков за отчетный период, RUB","2024, Поступление денежных средств всего, RUB","2024, Платежей всего, RUB"
BBG000PKWCQ7,MRKV,Россети Волга,457f79df-ad5b-4578-8c20-c5e066f5f1d6,188307958732,188307958732.0,0.2,29602011112.67,3.53,0.58,0.26,17.79,10.14,7.25,115697753000.0,8383327000.0,5894136000.0,11.58,268446666.67,201885600.0,0.16,0.06,,8ec4edb6-b779-4e3c-9146-b11210174d51,0.0,0.49,0.0,RUB,0.0,0.0,16.62,0.01,4.71,0.01,,53.19,21085824000.0,-7.24,0.04,1.44,0.0,2025-07-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.33,0.0,0.0,0.0,3683535000.0,0.04,0.0,0.0,8.26,8.04,32.45,0.0,8.72,45.54,0.0,30420880112.67,3164,"РОССЕТИ ВОЛГА, ПАО",1076450006280.0,6450925977.0,12247 - Публичные акционерные общества,,,432488000.0,69190660000.0,,147223000.0,1381175000.0,,71233288000.0,2167861000.0,49400578000.0,310000.0,7165287000.0,18541000.0,4486537000.0,1312247000.0,15150783000.0,86384071000.0,18830796000.0,,,,941540000.0,29608258000.0,49380594000.0,4090000000.0,7464658000.0,8182562000.0,19737220000.0,2879610000.0,12597944000.0,19984000.0,229524000.0,17266257000.0,86384071000.0,992217000.0,49400578000.0,37003477000.0,83245862000.0,75050668000.0,8195194000.0,,2035285000.0,6159909000.0,20084000.0,544565000.0,1431268000.0,2218254000.0,1805542000.0,5706002000.0,-2490499000.0,3223164000.0,6572621000.0,83515506000.0,81666391000.0,107841000.0,,69935149000.0,45387722000.0,20446615000.0,1382138000.0,999744000.0,13580357000.0,98556000.0,28024000.0,,34690000.0,35842000.0,11379712000.0,11218086000.0,,,161626000.0,-11281156000.0,4890000000.0,4890000000.0,,,,5091701000.0,,1157221000.0,3620000000.0,-201701000.0,2097500000.0,88504062000.0,86406562000.0
BBG000BBV4M5,CNTL,Центральный Телеграф,06a5a7c2-9aa6-4397-b7a0-22ea58d05633,166167000,166167000.0,0.11,1565293140.0,10.24,1.66,1.27,17.01,12.08,12.38,1234217000.0,152852000.0,0.0,0.0,92000.0,77408.0,12.92,9.18,,c05fd0a1-0c8e-4bc3-bf9e-43e364d278ef,0.0,0.45,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-95.11,0.92,0.0,0.0,2024-07-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,13.96,0.0,0.0,0.0,-77192000.0,0.0,0.0,0.0,-2.24,-20.28,-39.27,0.0,-4.85,0.0,0.0,0.0,3950,"ЦЕНТРАЛЬНЫЙ ТЕЛЕГРАФ, ПАО",1027739044189.0,7710146208.0,12247 - Публичные акционерные общества,75,,16832000.0,478887000.0,,174000.0,,,495893000.0,66000.0,970285000.0,8678000.0,174404000.0,,621105000.0,221000.0,804474000.0,1300368000.0,221556000.0,-190386000.0,,885000.0,12801000.0,924938000.0,969794000.0,,50675000.0,18706000.0,69382000.0,,226723000.0,491000.0,14831000.0,261192000.0,1300368000.0,554021000.0,970285000.0,330574000.0,1270345000.0,1232690000.0,37655000.0,,,37655000.0,13000.0,55645000.0,2571000.0,390478000.0,310120000.0,171100000.0,-46772000.0,124328000.0,118013000.0,1233174000.0,1221233000.0,10792000.0,,1221937000.0,948533000.0,111283000.0,2541000.0,75782000.0,11237000.0,359955000.0,291628000.0,,,68327000.0,100092000.0,100092000.0,,,,259863000.0,,,,,,49954000.0,,39638000.0,,-49954000.0,221146000.0,1593129000.0,1371983000.0
BBG004S68JR8,SVAV,СОЛЛЕРС,230001ee-23df-40d3-a70c-22214e8c3298,31486001,31486001.0,0.17,17679389561.5,19.54,0.82,0.24,3.91,1.07,1.24,73133000000.0,905000000.0,8537000000.0,39.58,124509.22,78198.44,849.0,447.0,,c3746fd5-ac02-419a-8893-827775cfb2c8,0.0,0.51,0.0,RUB,0.0,0.0,243.54,70.0,12.47,70.0,,0.0,0.0,176.72,28.74,0.0,0.0,2025-06-11T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.12,0.0,0.0,0.0,-2053000000.0,0.0,0.0,0.0,11.51,-8.61,58.65,0.0,0.02,98.8,0.0,8544389561.5,3250,"СОЛЛЕРС, ПАО",1023501244524.0,3528079131.0,12247 - Публичные акционерные общества,,,2004000.0,280086000.0,,16435066000.0,258316000.0,,16975472000.0,,17752380000.0,,1502849000.0,1132000000.0,2021340000.0,73000.0,4656262000.0,21631734000.0,393575000.0,,,3470839000.0,21419000.0,13866547000.0,17752380000.0,,48995000.0,129308000.0,178303000.0,3291502000.0,133108000.0,,48514000.0,3701051000.0,21631734000.0,3342567000.0,17752380000.0,3879354000.0,447843000.0,,447843000.0,,995209000.0,-547366000.0,6384949000.0,403527000.0,430400000.0,8750000.0,57629000.0,5761831000.0,129125000.0,5890956000.0,-596245000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000LNHHJ9,KMAZ,КАМАЗ,a3b3c0d2-2f77-4337-90a4-51ab3f66e7b3,707229559,707229559.0,0.04,64499335780.8,0.0,0.71,0.18,-30.38,-6.3,-9.4,360030000000.0,-33848000000.0,220902000000.0,244.72,901197.78,459926.8,143.2,79.2,,f8f1de0d-5a5f-47e9-8ecb-00bec8f8351f,0.0,0.49,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12023000000.0,-137.39,-47.86,18.85,0.0,2024-07-16T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.61,0.0,0.0,0.0,-26321000000.0,13.49,0.0,0.0,6.3,-2.45,106.73,0.0,13.5,124.24,0.0,226641335780.8,1367,"КАМАЗ, ПАО",1021602013971.0,1650032058.0,12247 - Публичные акционерные общества,,,27819290000.0,71991043000.0,5011776000.0,75967319000.0,11212982000.0,6067873000.0,198070283000.0,101915123000.0,100045617000.0,16869000.0,,21148059000.0,47759690000.0,18334000.0,299880231000.0,497950514000.0,35361478000.0,,,40953542000.0,1768074000.0,21943505000.0,100026599000.0,139069626000.0,13224462000.0,2920183000.0,166442750000.0,87143830000.0,131350200000.0,19018000.0,869018000.0,231481165000.0,497950514000.0,17455595000.0,100045617000.0,397923915000.0,323383185000.0,299343014000.0,24157921000.0,9759453000.0,13489083000.0,909385000.0,2589287000.0,8662006000.0,21413429000.0,27581014000.0,19196762000.0,-868499000.0,-2056857000.0,-3354432000.0,9293637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG0029SFXB3,KZOS,Казаньоргсинтез - акции обыкновенные,2cfc56d8-7754-4727-9322-8330aabbcf63,1785114000,1785114000.0,0.18,124422445800.0,11.08,0.88,1.13,7.99,5.83,10.22,109863000000.0,11229000000.0,35000000000.0,24.82,80164.44,59376.0,98.9,60.4,,a6121478-943f-4eae-bc2a-bab5c771dd4a,0.0,0.38,0.0,RUB,0.0,0.0,65.97,4.15,5.95,4.15,,0.0,0.0,-10.69,6.29,0.0,0.0,2025-07-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,44.53,0.0,0.0,0.0,0.0,149765445800.0,1347,"КАЗАНЬОРГСИНТЕЗ, ПАО",1021603267674.0,1658008723.0,12247 - Публичные акционерные общества,,,676183000.0,106275747000.0,,290925000.0,1024474000.0,9648532000.0,117915861000.0,9716568000.0,111159907000.0,75130000.0,15118554000.0,,644390000.0,379813000.0,25934455000.0,143850316000.0,1904710000.0,,,,95235000.0,109159962000.0,111159907000.0,6000000000.0,7146520000.0,674195000.0,13833138000.0,5063765000.0,11996253000.0,,,18857271000.0,143850316000.0,13483259000.0,111159907000.0,32690409000.0,104643302000.0,79667353000.0,24975949000.0,3437994000.0,2782682000.0,18755273000.0,,409827000.0,882254000.0,1372787000.0,2271311000.0,17384322000.0,-4927377000.0,12470608000.0,17856749000.0,113765973000.0,103781761000.0,236981000.0,,93764828000.0,77225805000.0,10190704000.0,786937000.0,3282414000.0,20001145000.0,642916000.0,215349000.0,197000000.0,,230567000.0,19782047000.0,19667047000.0,115000000.0,,,-19139131000.0,11000000000.0,11000000000.0,,,,13203744000.0,,11103645000.0,2100099000.0,-2203744000.0,-1341730000.0,125408889000.0,126750619000.0
BBG004730N88,SBER,Сбер Банк,40d89385-a03a-4659-bf4e-d3ecba011782,21586948000,21586948000.0,0.48,6581428706240.0,3.96,0.84,0.61,22.54,2.71,0.0,10726500000000.0,1660400000000.0,0.0,0.0,18752656.78,15539008.16,329.77,275.34,,e6123145-9665-43e0-8413-cd61b8aa9b13,0.0,0.5,0.0,RUB,0.0,0.0,45.3,34.84,11.43,34.84,,0.0,0.0,87.02,76.92,0.0,0.0,2025-07-18T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.49,0.0,181.25,0.0,33.48,0.0,0.0,0.0,3031,"СБЕРБАНК, ПАО",1027700132195.0,7707083893.0,12247 - Публичные акционерные общества,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004730RP0,GAZP,Газпром,bfc8184d-9562-4ea2-87dd-be6e76dc1279,23673512900,23673512900.0,0.47,3024528008104.0,2.1,0.16,0.29,7.95,4.71,13.91,10380229000000.0,1443557000000.0,6573873000000.0,35.17,47000154.44,40951776.0,184.8,111.81,,962e2a95-02a9-4171-abd7-aa198dbe643a,0.0,1.0,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,67.12,0.0,3.87,60.98,0.0,0.0,2022-10-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,12.48,0.0,0.0,0.0,481759000000.0,0.0,0.0,0.0,25.44,6.28,39.89,0.0,1.52,73.78,0.0,8922784008104.0,715,"ГАЗПРОМ, ПАО",1027700070518.0,7736050003.0,12247 - Публичные акционерные общества,29 509,,26164163000.0,14557202840000.0,,5955276741000.0,1058481373000.0,577357072000.0,22273257383000.0,704882303000.0,16330362178000.0,37531082000.0,2835600993000.0,12823821000.0,267111585000.0,31620228000.0,3889570012000.0,26162827395000.0,118367564000.0,-153000.0,,253483523000.0,8636001000.0,15949875243000.0,16330362178000.0,3137801223000.0,3280962713000.0,227445374000.0,6669703859000.0,1450341434000.0,1473867679000.0,,2085884000.0,3162761358000.0,26162827395000.0,2331641318000.0,16330362178000.0,9832465217000.0,6256625972000.0,4812318011000.0,1444307961000.0,1448727296000.0,192867252000.0,-197286587000.0,800832194000.0,349671846000.0,494042189000.0,1725421021000.0,3161157353000.0,-976561068000.0,-96466375000.0,-1076329869000.0,-1633022919000.0,7431051822000.0,6578499622000.0,426814000.0,,7252138614000.0,4487830032000.0,76673706000.0,482527087000.0,,178913208000.0,2207686415000.0,10499459000.0,2576881000.0,887082769000.0,1297916028000.0,2447967932000.0,165723421000.0,102131873000.0,1041570592000.0,,-240281517000.0,946350846000.0,945910517000.0,,,,948155162000.0,,6130101000.0,927665757000.0,-1804316000.0,-63172625000.0,10585089083000.0,10648261708000.0
BBG000QJW156,BSPB,Банк Санкт-Петербург,abf2fae5-7696-47c4-bc61-d622d1b5fb27,445368521,445368521.0,0.28,148165199566.28,3.18,0.67,0.68,22.13,3.93,0.0,216370000000.0,46624000000.0,0.0,0.0,600164.44,547382.4,416.97,299.9,,1e19953d-01c6-4ecd-a5f4-53ae3ed44029,0.0,0.29,0.0,RUB,0.0,0.0,45.01,46.33,13.93,46.33,,0.0,0.0,548.38,102.93,0.0,0.0,2025-10-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.69,0.0,193.67,0.0,43.35,0.0,0.0,0.0,360,"БАНК САНКТ-ПЕТЕРБУРГ, ПАО",1027800000140.0,7831000027.0,12247 - Публичные акционерные общества,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000NLC9Z6,LSNG,Россети Ленэнерго,4bf4e402-c87d-4661-a2da-0b4f2feaf60b,8523785320,8523785320.0,0.09,141494836312.0,6.27,0.66,1.08,11.1,7.69,17.22,131045301000.0,22572302000.0,12708430000.0,5.95,467333.33,521488.0,18.63,12.1,,02bdfa7c-ae6c-4cbd-9784-f3457dfdcedc,0.0,0.76,0.0,RUB,0.0,0.0,16.17,0.43,2.58,0.43,,103.16,71249713000.0,76.86,2.65,1.87,0.0,2025-07-03T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,3.57,0.0,0.0,0.0,10890777000.0,-0.12,0.0,0.0,12.75,12.99,48.45,0.0,9.49,-8.11,0.0,133088182312.0,2611,"РОССЕТИ ЛЕНЭНЕРГО, ПАО",1027809170300.0,7803002209.0,12247 - Публичные акционерные общества,,,1974699000.0,240608216000.0,,1650185000.0,25823385000.0,4437159000.0,274493644000.0,1029243000.0,206195471000.0,40177000.0,10741603000.0,2467705000.0,37292115000.0,4347943000.0,55918786000.0,330412430000.0,8617050000.0,,,59224423000.0,1292558000.0,135867090000.0,205001121000.0,15690189000.0,24902759000.0,27641439000.0,68234387000.0,10986473000.0,42384655000.0,1194350000.0,283218000.0,57176922000.0,330412430000.0,6395088000.0,206195471000.0,125411309000.0,122657326000.0,83321331000.0,39335995000.0,,42005000.0,39293990000.0,1016000.0,4965244000.0,149963000.0,13909644000.0,27801321000.0,30218610000.0,-6081119000.0,24204216000.0,25402313000.0,137375671000.0,134905907000.0,107818000.0,,73699956000.0,46396847000.0,16141388000.0,149963000.0,6531536000.0,63675715000.0,14715082000.0,1197000.0,,,4735579000.0,58831745000.0,44056852000.0,,,2733945000.0,-44116663000.0,15697352000.0,15697352000.0,,,,20825295000.0,,5696449000.0,15000000000.0,-5127943000.0,14431109000.0,167788105000.0,153356996000.0
BBG000NLB2G3,KROT,Красный Октябрь,bbe14e08-b318-49b3-8f3b-f0eea166a166,9217583,9217583.0,0.15,14259600901.0,0.0,1.4,0.6,-16.41,-8.12,-6.93,23682884000.0,-1642131000.0,2831239000.0,27.7,3934.44,3920.8,1992.0,982.0,,14d147b9-d977-438a-80c0-441e5589da30,0.0,0.49,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-84.84,-178.15,0.0,0.0,2024-07-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.02,0.0,0.0,0.0,-1165137000.0,0.0,0.0,0.0,15.78,-12.24,66.68,0.0,15.4,809.67,0.0,17036856901.0,1654,"КРАСНЫЙ ОКТЯБРЬ, ПАО",1027700247618.0,7706043263.0,12247 - Публичные акционерные общества,3 017,,20484000.0,1243558000.0,415000.0,5340549000.0,388687000.0,58788000.0,7052481000.0,2185120000.0,7142451000.0,14323000.0,8965514000.0,,14790000.0,58000.0,11179805000.0,18232286000.0,11023000.0,,,773761000.0,551000.0,6357116000.0,7142451000.0,3753011000.0,1068899000.0,,4821910000.0,,6124532000.0,,,6267925000.0,18232286000.0,5040892000.0,7142451000.0,11089835000.0,21515336000.0,22318648000.0,-803312000.0,141602000.0,500693000.0,-1445607000.0,59000.0,8982000.0,16511000.0,1287809000.0,1268215000.0,-1433483000.0,142268000.0,-1291215000.0,-1426013000.0,18995607000.0,18695195000.0,287958000.0,,21204224000.0,17130425000.0,3458431000.0,,285719000.0,-2208617000.0,2122061000.0,2252000.0,1299162000.0,681880000.0,39916000.0,115874000.0,60374000.0,,55500000.0,,2006187000.0,3740500000.0,3740500000.0,,,,3523905000.0,,3519905000.0,4000000.0,216595000.0,14165000.0,24858168000.0,24844003000.0
BBG004S684M6,SIBN,Газпром нефть,033d81b1-1249-4a4b-80bd-fad02790d92b,4741299639,4741299639.0,0.05,2399097617334.0,0.0,0.76,0.0,16.01,8.28,0.0,0.0,0.0,1123567000000.0,35.57,492671.33,397500.4,676.0,452.0,,9ba367af-dfbd-4d9c-8730-4b1d5a47756e,0.0,0.41,0.0,RUB,0.0,0.0,0.0,44.51,8.8,44.51,,96.05,0.0,18.64,0.0,0.0,0.0,2025-10-13T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.47,0.0,64.96,0.0,10.14,34.27,0.0,3337281617334.0,713,"ГАЗПРОМ НЕФТЬ, ПАО",1025501701686.0,5504036333.0,12247 - Публичные акционерные общества,86 000,,109951008000.0,4080327000.0,,1718126633000.0,13308204000.0,1369956000.0,1927408152000.0,155022583000.0,733350715000.0,1403241000.0,652515576000.0,106781687000.0,100748816000.0,1286249000.0,1017758152000.0,2945166304000.0,7586000.0,,,8288895000.0,379000.0,725053855000.0,733350715000.0,769413668000.0,,,844671666000.0,486099844000.0,857341380000.0,,,1367143923000.0,2945166304000.0,50945595000.0,733350715000.0,2211815589000.0,3791566978000.0,3187756022000.0,603810956000.0,277491920000.0,59824708000.0,266494328000.0,355451993000.0,74585310000.0,187809549000.0,9301484000.0,68632118000.0,449391448000.0,-20082571000.0,431972457000.0,207163694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000DBD6F6,KLSB,Калужская сбытовая компания,b272081b-48e2-4f7d-9465-f6a997475166,91487347,91487347.0,0.0,2090485878.95,15.43,1.5,0.06,10.11,2.05,0.42,32189626000.0,135488000.0,3006190000.0,215.74,150355.56,102484.0,27.0,17.8,,8a23dd3b-04bb-41f3-a531-1bc3c08deecf,0.0,0.39,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.08,1.48,0.0,0.0,2007-11-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,387739000.0,0.0,0.0,0.0,9.98,5.39,34.69,0.0,6.82,10.05,0.0,4748660878.95,1364,"КАЛУЖСКАЯ СБЫТОВАЯ КОМПАНИЯ, ПАО",1044004751746.0,4029030252.0,12247 - Публичные акционерные общества,,,61433000.0,3321155000.0,,1965329000.0,351659000.0,248190000.0,5947766000.0,2567000.0,1800096000.0,2063000.0,1671302000.0,123866000.0,549666000.0,,2349464000.0,8297230000.0,18297000.0,-15897000.0,,292237000.0,2745000.0,1502714000.0,1800096000.0,1091500000.0,581989000.0,53868000.0,1727357000.0,2644088000.0,2047108000.0,,22910000.0,4769777000.0,8297230000.0,153517000.0,1800096000.0,6497134000.0,30737676000.0,9332184000.0,21405492000.0,20189016000.0,262734000.0,953742000.0,,165134000.0,576687000.0,151548000.0,465083000.0,228654000.0,-101211000.0,127443000.0,640207000.0,30849330000.0,30644580000.0,1470000.0,,30175277000.0,28918630000.0,612616000.0,577764000.0,17200000.0,674053000.0,610613000.0,,,74000000.0,79742000.0,1842255000.0,584115000.0,26000.0,19150000.0,,-1231642000.0,5659303000.0,5639303000.0,,,,5022530000.0,17605000.0,,5004925000.0,636773000.0,79184000.0,37119246000.0,37040062000.0
BBG000RP8V70,CHMK,ЧМК,f52b028c-d9ab-476f-b4c8-4cb00b776cf0,3161965,3161965.0,0.0,14213032675.0,0.0,0.26,0.09,-18.4,-3.96,-6.55,161805160000.0,-10606176000.0,150636681000.0,270.49,691.67,503.48,7400.0,4100.0,,b5e26096-d013-48e4-b2a9-2f38b6090feb,0.0,0.63,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-281.29,-3354.3,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,24091401000.0,0.0,0.0,0.0,6.58,0.59,53.09,0.0,-0.79,0.97,0.0,164833704675.0,4036,"ЧМК, ПАО",1027402812777.0,7450001007.0,12247 - Публичные акционерные общества,,,28706000.0,65250798000.0,,42047133000.0,10881260000.0,758606000.0,118966503000.0,66595617000.0,76272856000.0,68588000.0,105949932000.0,5050999000.0,148277000.0,42945000.0,177856358000.0,296822861000.0,3162000.0,,25947831000.0,,158000.0,50321705000.0,76272856000.0,6056023000.0,6813466000.0,608737000.0,14045191000.0,147009296000.0,58520996000.0,,128319000.0,206504814000.0,296822861000.0,114044511000.0,76272856000.0,220550005000.0,172852820000.0,150784888000.0,22067932000.0,15504248000.0,2697428000.0,3866256000.0,,15116342000.0,24156582000.0,35075233000.0,39291779000.0,-9390530000.0,2695489000.0,-6708644000.0,-350290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000TJ6F42,MRKZ,Россети Северо-Запад,55d43825-dcac-4914-bfdb-e20c110f68bf,95785923138,95785923138.0,0.3,11556571626.6,4.97,0.55,0.15,11.66,3.37,3.05,76207248000.0,2323753000.0,14263237000.0,68.23,212620000.0,148030000.0,0.12,0.05,,05dbfebd-6bc4-4645-8f21-dcf05476999d,0.0,0.62,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,55.24,11235447000.0,65.39,0.02,1.54,0.0,2020-06-08T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.09,0.0,0.0,0.0,6049996000.0,0.51,0.0,0.0,16.78,1.91,27.65,0.0,7.6,0.97,0.0,17285252626.6,2444,"РОССЕТИ СЕВЕРО-ЗАПАД, ПАО",1047855175785.0,7802312751.0,12247 - Публичные акционерные общества,,,1083670000.0,46473875000.0,,3155164000.0,5130572000.0,2215724000.0,58059005000.0,1398329000.0,22672327000.0,7801000.0,5730894000.0,3463000.0,7823309000.0,896628000.0,15860424000.0,73919429000.0,9578592000.0,,,1318482000.0,478930000.0,11096571000.0,22472575000.0,1000000000.0,6298812000.0,19255210000.0,26573560000.0,11793402000.0,11008498000.0,199752000.0,331932000.0,24873294000.0,73919429000.0,3612102000.0,22672327000.0,51446854000.0,59376270000.0,55705517000.0,3670753000.0,,1641292000.0,2029461000.0,103489000.0,890559000.0,2379790000.0,3854056000.0,1836852000.0,2660923000.0,-498923000.0,2194256000.0,4046665000.0,66511106000.0,59122688000.0,267552000.0,,52497853000.0,28636210000.0,17967571000.0,2208886000.0,587472000.0,14013253000.0,2856736000.0,4130000.0,2003000000.0,1500000.0,103489000.0,10848375000.0,8238166000.0,2400000000.0,,205019000.0,-7991639000.0,17338352000.0,16795674000.0,542678000.0,,,18237783000.0,,,18237783000.0,-899431000.0,5122183000.0,86706194000.0,81584011000.0
